UPDATE RFEEITEM SET R1_GF_L1 = 'BOS-BDClerkBrd-PlnApplSurchrge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENT_AHB' AND R1_GF_COD = 'PLN-AHB-BOS' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOS-BDClerkBrd-PlnApplSurchrge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENT_CUA' AND R1_GF_COD = 'PLN-CUA-BOS' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOS-BDClerkBrd-PlnApplSurchrge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENT_CUA' AND R1_GF_COD = 'PLN-CUA-BOS1' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOS-BDClerkBrd-PlnApplSurchrge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENT_ENX' AND R1_GF_COD = 'PLN-ENX-BOA' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOS-BDClerkBrd-PlnApplSurchrge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENV' AND R1_GF_COD = 'PLN-ENV-BOS' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOS-BDClerkBrd-PlnApplSurchrge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENV_ECA' AND R1_GF_COD = 'PLN-ENV-BOS' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOS-BDClerkBrd-PlnApplSurchrge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENV_EEC' AND R1_GF_COD = 'PLN-ENV-BOS' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOA-BAApplPrcssng-BOASurcharge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENT_COA' AND R1_GF_COD = 'PLN-COA-BOA' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOA-BAApplPrcssng-BOASurcharge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENT_CTZ' AND R1_GF_COD = 'PLN-CTZ-BOA' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOA-BAApplPrcssng-BOASurcharge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENT_DNX' AND R1_GF_COD = 'PLN-DNX-BOA' AND FEE_SCHEDULE_VERSION='08_31_2020'
UPDATE RFEEITEM SET R1_GF_L1 = 'BOA-BAApplPrcssng-BOASurcharge' WHERE SERV_PROV_CODE = 'CCSF' AND R1_FEE_CODE = 'PLN_ENT_OFA' AND R1_GF_COD = 'PLN-OFA-BOA' AND FEE_SCHEDULE_VERSION='08_31_2020'
